Position,Track Name,Artist,Streams,URL,country
71,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1067186,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm,Mexico
72,Palabra de Hombre,El Fantasma,1065050,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1,Mexico
73,Quiéreme Mientras Se Pueda,Manuel Turizo,1062175,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M,Mexico
74,La Santa,Bad Bunny,1056429,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK,Mexico
75,Fuentes de Ortiz,Ed Maverick,1042622,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,Mexico
76,La Mitad,Camilo,1023345,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx,Mexico
77,Poco,Reik,1021752,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb,Mexico
78,Dance Monkey,Tones And I,1013293,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Mexico
79,Caramelo - Remix,Ozuna,982933,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV,Mexico
80,Si Estuviésemos Juntos,Bad Bunny,982207,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI,Mexico
81,Callaita,Bad Bunny,958853,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,Mexico
82,Yo Perreo Sola,Bad Bunny,954090,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,Mexico
83,El Güero (Feat. Marca MP),Grupo Firme,953418,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw,Mexico
84,Vete,Bad Bunny,947202,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,Mexico
85,Golden,Harry Styles,947070,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,Mexico
86,Despeinada,Ozuna,943890,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,Mexico
87,De Cora <3,Rauw Alejandro,940087,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2,Mexico
88,El Envidioso,Los Dos Carnales,938813,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g,Mexico
89,Brillas,León Larregui,937056,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI,Mexico
90,No Te Contaron Mal,Christian Nodal,935101,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,Mexico
91,Con Tus Besos,Eslabon Armado,922821,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,Mexico
92,Me Rehúso,Danny Ocean,920957,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o,Mexico
93,El Amor De Tu Vida,Carin Leon,913977,https://open.spotify.com/track/2hqvvHxbWNHBnknhTSKaac,Mexico
94,Tú Me Dejaste De Querer,C. Tangana,913386,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2,Mexico
95,Watermelon Sugar,Harry Styles,912978,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,Mexico
96,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,907473,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl,Mexico
97,A Tu Merced,Bad Bunny,905328,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0,Mexico
98,Me Dediqué a Perderte,Alejandro Fernández,901675,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr,Mexico
99,Si Te Pudiera Mentir,Calibre 50,896215,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu,Mexico
100,Somos Los Que Somos - En Vivo,Los 2 de la S,883572,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5,Mexico
101,911,Sech,871386,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73,Mexico
102,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,871012,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq,Mexico
103,El Roto - En Vivo,Grupo Firme,870844,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy,Mexico
104,Jangueo,Alex Rose,868741,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR,Mexico
105,CÓMO SE SIENTE - Remix,Jhay Cortez,867166,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,Mexico
106,Fan de Tus Fotos,Nicky Jam,861208,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC,Mexico
107,Sigues Con El,Dímelo Flow,859051,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,Mexico
108,Vaya Vaya,Cartel De Santa,852777,https://open.spotify.com/track/2kTYr1MEn7lzybRudQpmWx,Mexico
109,Dynamite,BTS,851733,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,Mexico
110,Cerrando Ciclos,Banda MS de Sergio Lizárraga,849998,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z,Mexico
111,Antes,Anuel AA,848922,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC,Mexico
112,Caramelo,Ozuna,844529,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo,Mexico
113,Ignorantes,Bad Bunny,842374,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,Mexico
114,La Incondicional,Luis Miguel,824714,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b,Mexico
115,Amor A Primera Vista,Los Ángeles Azules,823927,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ,Mexico
116,Favorito,Camilo,823874,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,Mexico
117,Por Mi No Te Detengas,Banda MS de Sergio Lizárraga,823736,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl,Mexico
118,Hola - Remix,Dalex,813466,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,Mexico
119,Therefore I Am,Billie Eilish,804122,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,Mexico
120,Rojo,J Balvin,804048,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,Mexico
121,La Difícil,Bad Bunny,801444,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,Mexico
122,Desde Morro,Justin Morales,792893,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN,Mexico
123,Polvo,Nicky Jam,791310,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5,Mexico
124,34+35,Ariana Grande,786998,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Mexico
125,Devuélveme a mi chica,Hombres G,776434,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190,Mexico
126,Vida Ventajosa,Los Dos Carnales,773457,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA,Mexico
127,A Mí,Rels B,771377,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,Mexico
128,Ya Me Enteré,Chayín Rubio,751250,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs,Mexico
129,La Forma en Que Me Miras,Super Yei,750668,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV,Mexico
130,Break My Heart,Dua Lipa,749750,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,Mexico
131,The Business,Tiësto,749465,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,Mexico
132,Lamento Boliviano,Los Enanitos Verdes,748112,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA,Mexico
133,Vete Ya,Valentín Elizalde,747394,https://open.spotify.com/track/3gqgSM82j6NMAj4Jllr06T,Mexico
134,Tú,Los Elegantes de Jerez,745738,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ,Mexico
135,Tal Vez,Paulo Londra,741949,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,Mexico
136,I Feel It Coming,The Weeknd,741227,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Mexico
137,Hasta la Miel Amarga (feat. Grupo Firme),"Luis Angel ""El Flaco""",741222,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc,Mexico
138,Fuerte No Soy,Intocable,739196,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs,Mexico
139,Instant Crush (feat. Julian Casablancas),Daft Punk,737562,https://open.spotify.com/track/2cGxRwrMyEAp8dEbuZaVv6,Mexico
140,Mente Positiva,Junior H,736307,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY,Mexico
141,No Bailes Sola,Danna Paola,736181,https://open.spotify.com/track/411nmd0QMzty1UjCWSo3rc,Mexico
142,Ella,Junior H,732143,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq,Mexico
143,Déjame En Paz,Charles Ans,730473,https://open.spotify.com/track/18Qsfqb8iJtlHRUSQvGtVx,Mexico
144,Prometiste,Pepe Aguilar,729619,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj,Mexico
145,Levitating (feat. DaBaby),Dua Lipa,727964,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,Mexico
146,Mala Fama,Danna Paola,725550,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj,Mexico
147,En Peligro de Extinción,La Adictiva Banda San José de Mesillas,721656,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX,Mexico
148,Cada Vez Te Extraño Más,Grupo Firme,712104,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ,Mexico
149,De Una Vez,Selena Gomez,711999,https://open.spotify.com/track/0HC6S4VpCGAZvyxTdrMRIQ,Mexico
150,Elegí (feat. Dímelo Flow),Rauw Alejandro,707273,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau,Mexico
151,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,702586,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp,Mexico
152,Desvelado,Bobby Pulido,701368,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw,Mexico
153,Amor Tumbado,Natanael Cano,701022,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj,Mexico
154,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",Jay Wheeler,699579,https://open.spotify.com/track/7LE1K0lZyRFZjSlrnm7lfD,Mexico
155,La Escuela No Me Gustó,Adriel Favela,698704,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94,Mexico
156,Relación,Sech,698260,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ,Mexico
157,Caballero,Alejandro Fernández,696710,https://open.spotify.com/track/6jrK6Y8d9tvjAjurI4W99u,Mexico
158,Nace Un Borracho,Christian Nodal,695714,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro,Mexico
159,Te Vi,Piso 21,692280,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,Mexico
160,Believer,Imagine Dragons,688276,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,Mexico
161,In Your Eyes,The Weeknd,686306,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,Mexico
162,El Efecto,Rauw Alejandro,685122,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj,Mexico
163,Una Vez,Bad Bunny,684429,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,Mexico
164,PROBLEMA,Daddy Yankee,680414,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm,Mexico
165,Every Breath You Take,The Police,677386,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,Mexico
166,Te Volvería A Elegir,Calibre 50,675149,https://open.spotify.com/track/7e8uUH6bOLxpXDm9lARsbI,Mexico
167,Vámonos a Marte,Kevin Kaarl,675057,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh,Mexico
168,ADMV,Maluma,673607,https://open.spotify.com/track/4j3iq13kHs5PB94jdTp3Y3,Mexico
169,Ride It,Regard,672996,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,Mexico
170,Culpable O No - Miénteme Como Siempre,Luis Miguel,671341,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14,Mexico
171,Amor Tóxico,Christian Nodal,665022,https://open.spotify.com/track/5LPlvbxA6bJQHvUW12Mr22,Mexico
172,Todavia,La Factoria,661091,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045,Mexico
173,Chachachá,Jósean Log,659998,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh,Mexico
174,Starboy,The Weeknd,656915,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,Mexico
175,Párteme La Cara,C. Tangana,656758,https://open.spotify.com/track/5gEUDNQvoQjdjklrwPdGwD,Mexico
176,En Tu Cuerpo - Remix,Lyanno,656399,https://open.spotify.com/track/3dEtfTtCXWW7N8WQ9FD29z,Mexico
177,Si Me Dices Que Sí,Reik,654161,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo,Mexico
178,Morado,J Balvin,654074,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr,Mexico
179,Simplemente Gracias,Calibre 50,654001,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5,Mexico
180,Fantasias,Rauw Alejandro,649675,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,Mexico
181,Adiós Amor,Christian Nodal,646854,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y,Mexico
182,Streets,Doja Cat,645843,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,Mexico
183,China,Anuel AA,643168,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5,Mexico
184,Adore You,Harry Styles,642089,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,Mexico
185,Te Apuesto - En vivo,Marca MP,641926,https://open.spotify.com/track/7wnO6pBzcWWT8zT4vFx7hM,Mexico
186,Belleza De Cantina,Cardenales De Nuevo León,641651,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd,Mexico
187,TUY,Cartel De Santa,638786,https://open.spotify.com/track/7IQB5Jkkf8bKW6BDdEu97N,Mexico
188,Another One Bites The Dust - Remastered 2011,Queen,636455,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,Mexico
189,El Buho,Luis R Conriquez,634462,https://open.spotify.com/track/6IK6ltyraU1WrC586feemA,Mexico
190,Canela,Nanpa Básico,633618,https://open.spotify.com/track/1yTJg3lyUPmwbnve82twH5,Mexico
191,Locos,León Larregui,632074,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q,Mexico
192,Diosa,Myke Towers,631361,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,Mexico
193,Bonita,Jeeiph,629553,https://open.spotify.com/track/7EUvcSFkyVB73zrblhQmEL,Mexico
194,Que Sea,Joan Sebastian,628412,https://open.spotify.com/track/4yKC4OVtG5Z9nIX98r7SQp,Mexico
195,Todas Mueren por Mí,Cartel De Santa,627667,https://open.spotify.com/track/3p2KYoBgxUaaoJzXUToM8a,Mexico
196,Hasta Que Me Olvides,Luis Miguel,626190,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12,Mexico
197,Seremos,El Bebeto,625218,https://open.spotify.com/track/0B5nnPv1ebuo0VFXCMfUij,Mexico
198,Madrid (feat. Myke Towers),Maluma,623600,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H,Mexico
199,11 PM,Maluma,623058,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,Mexico
200,El Mismo Aire - con Pablo Alborán,Camilo,622299,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,Mexico
1,Mghayer,ElGrandeToto,200828,https://open.spotify.com/track/4qKpUlrZEwrohZUU7y1IRX,Morocco
2,love nwantiti (feat. ElGrande Toto) - North African Remix,CKay,124350,https://open.spotify.com/track/1EYeZGTMCjV7uVey5fNWXM,Morocco
3,7ali Ya 7ali,Inkonnu,119089,https://open.spotify.com/track/0e7rIlMjTs8DsDxrWb5cGo,Morocco
4,Ailleurs,ElGrandeToto,103949,https://open.spotify.com/track/5ofWgZMhsgL70B1HtdTRwO,Morocco
5,Maalish,Smallx,96578,https://open.spotify.com/track/42CFrgrQ2SOvAXPSbnaH3e,Morocco
6,Moral,Inkonnu,90405,https://open.spotify.com/track/2yGcGAhdIGiObLOnmsAoFT,Morocco
7,B&M,Smallx,76604,https://open.spotify.com/track/5wvxFn82MAGbhGvmpYwbAW,Morocco
8,Zahri,Inkonnu,73405,https://open.spotify.com/track/7tbdg8jBXvkdqo1LiuKZ2l,Morocco
9,L'baida mon amour,7ari,73002,https://open.spotify.com/track/4dxSPK51GeqyIXyzZYcP1y,Morocco
10,Ouh Ouh,Inkonnu,72440,https://open.spotify.com/track/7pjIVRYtB0EjHEz8xDtt9i,Morocco
11,Lewjah Tani,Saad Lamjarred,69294,https://open.spotify.com/track/2YwzYRcRIJLMPq4TBTBQgd,Morocco
12,Nishan,Smallx,61642,https://open.spotify.com/track/7KYEFulCQbWyg2gKymGhYg,Morocco
13,Cartable,Mons,59564,https://open.spotify.com/track/0L1amLwBWnkKWJsNrOC2Y2,Morocco
14,Ok wait,OUENZA,59538,https://open.spotify.com/track/7IvCjYPYqZgtyEf9k7ofuG,Morocco
15,Mizane,Stormy,59197,https://open.spotify.com/track/5xQjkh8HwTSGAeQErejyhQ,Morocco
16,Aalami,Smallx,57716,https://open.spotify.com/track/4eD3E0tyGnxZPVWVQu08tN,Morocco
17,La Rue,Maestro,54508,https://open.spotify.com/track/1BOSAwXRNLfhvblbn9TS6T,Morocco
18,Nota,Dizzy DROS,53599,https://open.spotify.com/track/5tPauDRDmFoM8GMEGRQPnt,Morocco
19,Astronaut In The Ocean,Masked Wolf,53073,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh,Morocco
20,TGV,LFERDA,52876,https://open.spotify.com/track/3iq27LtUMru3aYFjxv7qak,Morocco
21,BEAU-COUP,Draganov,51477,https://open.spotify.com/track/4Je6j6W8WyBnbofmVoEUHi,Morocco
22,Mgwani,Inkonnu,51402,https://open.spotify.com/track/6dvS18w5nASjcxIHrfSOGW,Morocco
23,3ala Toul,Inkonnu,50713,https://open.spotify.com/track/7lpDKDfOkSlse5fDZ1s37L,Morocco
24,Machafouhach,Mouh Milano,49214,https://open.spotify.com/track/24jg1DbZgIwIBwascANUo0,Morocco
25,Halla halla,ElGrandeToto,46411,https://open.spotify.com/track/0HhJkBC9NC5rYwWsxCB16d,Morocco
26,Talayn,Smallx,45297,https://open.spotify.com/track/4Njiga4hDuIsMVbdZlh9TV,Morocco
27,Arabi,Inkonnu,45035,https://open.spotify.com/track/6l9szU9SbBqJKLU3L2QXmi,Morocco
28,Mikasa,ElGrandeToto,44317,https://open.spotify.com/track/35qWjwAz2QFDed4Jb5gTSG,Morocco
29,Tarabin Taraba,Bo9al,43601,https://open.spotify.com/track/0rQWThz77TngKHqhzahZpV,Morocco
30,La La La,Mons,43479,https://open.spotify.com/track/230upPTypwLUghPQAa2IUF,Morocco
31,Ya Denya,NORDO,43326,https://open.spotify.com/track/16whsA6oQEJDzjKWa4hept,Morocco
32,VitamineDZ,ElGrandeToto,42917,https://open.spotify.com/track/52X7AoBCW2cOweH2wDF2V7,Morocco
33,Darja,Snor,42588,https://open.spotify.com/track/3QqKJXiqBkgMM2prOdByeC,Morocco
34,Intro - Apéritif,Mobydick,42410,https://open.spotify.com/track/1xyecDSyOd4I8DZoCp6irD,Morocco
35,Trap Roumi V2,kouz1,41907,https://open.spotify.com/track/1UCuu9ouBrppesU3JXe8b9,Morocco
36,Fratello,Tagne,41834,https://open.spotify.com/track/1IWAluPVHxuHGmL5NyYyGf,Morocco
37,Lalala,Snor,41131,https://open.spotify.com/track/1diDQ6oxUeaMWzGxeITGmF,Morocco
38,Picassole ll,Mons,40748,https://open.spotify.com/track/4v7Bsz1UBPJRIYq5mxCaGj,Morocco
39,D'accord,Abdeelgha4,40672,https://open.spotify.com/track/5oCWr6I9ikLYpx2p2Kcwh7,Morocco
40,3arbouch,NORDO,40392,https://open.spotify.com/track/01CJo2bZ28t0rtcWxmfGfw,Morocco
41,Validé,LFERDA,40225,https://open.spotify.com/track/1RWEk1W1j3KJp7Wui8LS0w,Morocco
42,Africain,Stormy,39523,https://open.spotify.com/track/2SUjVxW58Oof4jbBt8oe5c,Morocco
43,Whoopty,CJ,39224,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO,Morocco
44,Nasa,Snor,39134,https://open.spotify.com/track/2OZVq7Q1zcI1RDhy5ORf4m,Morocco
45,The City Is Mine,Mobydick,38707,https://open.spotify.com/track/4apcFVpGcyCiweINOFd3mS,Morocco
46,OU TT,Stormy,38076,https://open.spotify.com/track/7JotlZMd14McnZK1WcIdYX,Morocco
47,Naar,Inkonnu,38033,https://open.spotify.com/track/1r97EiufIGKQofWtxCMgkb,Morocco
48,The Devil,Inkonnu,38009,https://open.spotify.com/track/68BJ3uVtup8CkFUOAVda9e,Morocco
49,FLOUKA,Tagne,37420,https://open.spotify.com/track/58hii2p9hc4txC94nXqNTr,Morocco
50,Chbabi Ghaderni,Inkonnu,36902,https://open.spotify.com/track/3QlCq1JeyTePnQpSoCFTi2,Morocco
51,Chahid,Inkonnu,36075,https://open.spotify.com/track/7HxjA4tXsukw2cAkqsTw2r,Morocco
52,Briya,Smallx,35827,https://open.spotify.com/track/79wJvtTKL8iHMz4yWpfjzO,Morocco
53,J'en ai marre !,kouz1,33860,https://open.spotify.com/track/39jtccUn5BcqpMbjzqFRlj,Morocco
54,Bali,Smallx,33602,https://open.spotify.com/track/2G4Ld6ObAGQvHFFCdB0ED7,Morocco
55,KIKI,Tagne,33411,https://open.spotify.com/track/3n58EssjWguXRIQucF12cZ,Morocco
56,Ya Hasra,Balti,33198,https://open.spotify.com/track/46w0RuHSg4LYbMh1JjJU8j,Morocco
57,Nahi,LFERDA,32695,https://open.spotify.com/track/6zQljDMjtDkmEg22d8y5l3,Morocco
58,Lghadi Wehdou,Saad Lamjarred,32689,https://open.spotify.com/track/13XAihc1raU0NXXTCtkPzr,Morocco
59,حس بيا,L7or,32649,https://open.spotify.com/track/2YTco398182eSCcjCsq6JR,Morocco
60,De9a De9a,Snor,32507,https://open.spotify.com/track/73jpPysVoCCErgJk4g91R4,Morocco
61,20B13,Dollypran,32087,https://open.spotify.com/track/7rcCZI9pA9mqdZYf6jPN1j,Morocco
62,7elmetado 2,ElGrandeToto,31936,https://open.spotify.com/track/5N8htWcwGU84nFmGvyKLdw,Morocco
63,Vida,Inkonnu,31934,https://open.spotify.com/track/0XoWm70Lf67NbGfGDeyisN,Morocco
64,Dedicace,Mobydick,31911,https://open.spotify.com/track/2vATfXMqMfqPDHqXPxQzE8,Morocco
65,Save Your Tears,The Weeknd,30649,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,Morocco
66,A.D.H.D.,ElGrandeToto,30269,https://open.spotify.com/track/50iU0bs4PSep1rxk9RkpqF,Morocco
67,Amazon Hunt,Mobydick,29797,https://open.spotify.com/track/1Seo9NRJhZzF0dXmnhfwak,Morocco
68,Confiné,ElGrandeToto,29199,https://open.spotify.com/track/6tiswA827O0KYqigq6V8SV,Morocco
69,Ommi,Mons,29057,https://open.spotify.com/track/6yg3DH692gyif84QJS3nsb,Morocco
70,The Business,Tiësto,28107,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,Morocco
71,Tonton,LFERDA,27907,https://open.spotify.com/track/0BzYbDYYCDTi2D74kWZslg,Morocco
72,Engagé,Djalil Palermo,27750,https://open.spotify.com/track/5ONxNp0ytrI7xzk4PZ2Vaz,Morocco
73,Hors Série - RapRapRapRap,ElGrandeToto,27549,https://open.spotify.com/track/3qLbEQPE0mktP3s6JHn5oM,Morocco
74,Thezz (feat. Small X),ElGrandeToto,27389,https://open.spotify.com/track/42ZwLbocS9q28SQgrM9C8s,Morocco
75,Lonely,Mons,26604,https://open.spotify.com/track/5kNXWh2PyZAg7wu2Vnyusd,Morocco
76,DBND - Derbi Bghani Nkoune Dib,Mobydick,26409,https://open.spotify.com/track/5piQRHaUiMU2PVdeOlHMqe,Morocco
77,Intro,ElGrandeToto,26302,https://open.spotify.com/track/0cyvQh47M05mYFlHyXKXrT,Morocco
78,Wra Tabi3a,ISSAM,26129,https://open.spotify.com/track/61yxKNcw6I5tTyvZ3YfPcu,Morocco
79,Blinding Lights,The Weeknd,25983,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,Morocco
80,El Walida,Foufa Torino,25643,https://open.spotify.com/track/1Ld7ou1JXz77rg70AG7usC,Morocco
81,Galbi,Tiiwtiiw,25583,https://open.spotify.com/track/145QcF8qbQU27EEhPNARwc,Morocco
82,Tango,ElGrandeToto,25560,https://open.spotify.com/track/1ktSlQqcgod7b4amYARarW,Morocco
83,XXL,Smallx,25474,https://open.spotify.com/track/3ZRsoLmHt8XbEgVbjjNoz8,Morocco
84,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,25270,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,Morocco
85,La Paille (feat. Farid Bang),ElGrandeToto,25224,https://open.spotify.com/track/05TZvIBb07gDxMw1PQdFhX,Morocco
86,Le temps,Tayc,25222,https://open.spotify.com/track/360oH1CqXe9XXzbbi6hvyr,Morocco
87,Tab3ini V3,Inkonnu,25051,https://open.spotify.com/track/31hmV6Py54PvB4BivQEMYI,Morocco
88,Monda,Nouvo,24877,https://open.spotify.com/track/37a46nSY6Jft75etVlsuRt,Morocco
89,Ligament,LFERDA,24571,https://open.spotify.com/track/3hsZLqAQbFyi1c5rGqDO2F,Morocco
90,Boujem3a,Mobydick,24415,https://open.spotify.com/track/4MbAshNrdtyULw8j0atZNi,Morocco
91,Sans Toi,Mocci,24201,https://open.spotify.com/track/5XCmPcevC1eHbM8zfBYKRq,Morocco
92,Si tu savais,Anys,23987,https://open.spotify.com/track/2XoeD3lix5eVNEa40ZFtHW,Morocco
93,#OuDiriHakka,ElGrandeToto,23983,https://open.spotify.com/track/60pu49evZxVC6owa2DBtS9,Morocco
94,Mood (feat. iann dior),24kGoldn,23904,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,Morocco
95,Lmeryoula,Don Bigg,23825,https://open.spotify.com/track/6aNxF6lbcwr8iA8EHOW3Xr,Morocco
96,drivers license,Olivia Rodrigo,23504,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,Morocco
97,Goosebumps - Remix,Travis Scott,23403,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9,Morocco
98,Amane,Lartiste,23326,https://open.spotify.com/track/5hE7CooonBvT1EhAawMCqp,Morocco
99,Niya,Manal,23212,https://open.spotify.com/track/05ysoVhSCvSj6GAEfNUtHF,Morocco
100,Thellaw,Tagne,23152,https://open.spotify.com/track/4aQTgttmM6e6MMk6c0cmIF,Morocco
101,Bande organisée,13 Organisé,22850,https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0,Morocco
102,Baby Baby,Mok Saib,22687,https://open.spotify.com/track/0xgP0lR6VpAl4ruqu6bE45,Morocco
103,Zidini 3ich9ane,Cheb Wahid,22307,https://open.spotify.com/track/78xAW5L8hxmBHnZtIqjyZf,Morocco
104,ICON,7ari,22278,https://open.spotify.com/track/4aDM7kGXBLaP2KnJ0J3lQu,Morocco
105,Ddd,Don Bigg,22203,https://open.spotify.com/track/34auFYlw0zhZWmAzsYcFVd,Morocco
